Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN
Date,,,,,,
2020-01-02 00:00:00+00:00,94.90049743652344,94.90049743652344,94.90049743652344,93.2074966430664,93.75,80580000
2020-01-03 00:00:00+00:00,93.74849700927734,93.74849700927734,94.30999755859375,93.2249984741211,93.2249984741211,75288000
2020-01-06 00:00:00+00:00,95.14399719238281,95.14399719238281,95.18450164794922,93.0,93.0,81236000
2020-01-07 00:00:00+00:00,95.34300231933594,95.34300231933594,95.69450378417969,94.60199737548828,95.2249984741211,80898000
2020-01-08 00:00:00+00:00,94.59850311279297,94.59850311279297,95.55000305175781,94.3219985961914,94.9020004272461,70160000
2020-01-09 00:00:00+00:00,95.05249786376953,95.05249786376953,95.89099884033203,94.79000091552734,95.49449920654297,63346000
2020-01-10 00:00:00+00:00,94.15799713134766,94.15799713134766,95.34700012207031,94.0,95.26850128173828,57074000
2020-01-13 00:00:00+00:00,94.56500244140625,94.56500244140625,94.9000015258789,94.04000091552734,94.56549835205078,55616000
2020-01-14 00:00:00+00:00,93.47200012207031,93.47200012207031,94.35549926757812,92.92749786376953,94.29399871826172,68818000
2020-01-15 00:00:00+00:00,93.10099792480469,93.10099792480469,93.94300079345703,92.75450134277344,93.61250305175781,57932000
2020-01-16 00:00:00+00:00,93.89700317382812,93.89700317382812,94.27950286865234,93.3010025024414,94.14949798583984,53190000
2020-01-17 00:00:00+00:00,93.23600006103516,93.23600006103516,94.33200073242188,92.86250305175781,94.29450225830078,79946000
2020-01-21 00:00:00+00:00,94.5999984741211,94.5999984741211,94.7135009765625,93.0,93.25,74156000
2020-01-22 00:00:00+00:00,94.37300109863281,94.37300109863281,95.125,94.16699981689453,94.80449676513672,64326000
2020-01-23 00:00:00+00:00,94.22899627685547,94.22899627685547,94.4990005493164,93.63800048828125,94.25550079345703,49692000
2020-01-24 00:00:00+00:00,93.08200073242188,93.08200073242188,94.74949645996094,92.37200164794922,94.56849670410156,75324000
2020-01-27 00:00:00+00:00,91.41699981689453,91.41699981689453,92.05000305175781,90.76699829101562,91.0,70570000
2020-01-28 00:00:00+00:00,92.6624984741211,92.6624984741211,92.90550231933594,91.5009994506836,92.0250015258789,56160000
2020-01-29 00:00:00+00:00,92.9000015258789,92.9000015258789,93.73750305175781,92.7509994506836,93.19999694824219,41760000
2020-01-30 00:00:00+00:00,93.53399658203125,93.53399658203125,93.64350128173828,92.53050231933594,92.9000015258789,126548000
2020-01-31 00:00:00+00:00,100.43599700927734,100.43599700927734,102.78600311279297,100.1135025024414,102.57350158691406,311346000
2020-02-03 00:00:00+00:00,100.20999908447266,100.20999908447266,102.42500305175781,100.01249694824219,100.52999877929688,117834000
2020-02-04 00:00:00+00:00,102.4834976196289,102.4834976196289,102.98999786376953,100.76850128173828,101.49400329589844,105786000
2020-02-05 00:00:00+00:00,101.99349975585938,101.99349975585938,103.5510025024414,101.5999984741211,103.5510025024414,87524000
2020-02-06 00:00:00+00:00,102.5114974975586,102.5114974975586,102.81500244140625,101.23999786376953,102.0510025024414,63660000
2020-02-07 00:00:00+00:00,103.96399688720703,103.96399688720703,104.92649841308594,101.90499877929688,102.09950256347656,101906000
2020-02-10 00:00:00+00:00,106.69550323486328,106.69550323486328,106.77999877929688,104.24800109863281,104.25050354003906,101124000
2020-02-11 00:00:00+00:00,107.54000091552734,107.54000091552734,109.29750061035156,106.80000305175781,107.54499816894531,114920000
2020-02-12 00:00:00+00:00,108.0,108.0,109.01249694824219,107.7645034790039,108.16000366210938,66686000
2020-02-13 00:00:00+00:00,107.49349975585938,107.49349975585938,108.51399993896484,107.0999984741211,107.24949645996094,60636000
2020-02-14 00:00:00+00:00,106.74349975585938,106.74349975585938,107.9520034790039,106.29450225830078,107.78399658203125,52124000
2020-02-18 00:00:00+00:00,107.78350067138672,107.78350067138672,108.30349731445312,106.20549774169922,106.2509994506836,58912000
2020-02-19 00:00:00+00:00,108.51100158691406,108.51100158691406,109.25499725341797,108.05599975585938,108.38999938964844,51224000
2020-02-20 00:00:00+00:00,107.65499877929688,107.65499877929688,108.8395004272461,106.37249755859375,108.65350341796875,62626000
2020-02-21 00:00:00+00:00,104.79850006103516,104.79850006103516,107.22750091552734,104.4000015258789,107.10749816894531,92926000
2020-02-24 00:00:00+00:00,100.4645004272461,100.4645004272461,101.96499633789062,99.39849853515625,100.15899658203125,130940000
2020-02-25 00:00:00+00:00,98.63700103759766,98.63700103759766,101.7300033569336,97.9209976196289,101.32099914550781,124382000
2020-02-26 00:00:00+00:00,98.97949981689453,98.97949981689453,100.7334976196289,98.02249908447266,98.51399993896484,104492000
2020-02-27 00:00:00+00:00,94.21499633789062,94.21499633789062,98.75,94.13800048828125,96.71900177001953,162880000
2020-02-28 00:00:00+00:00,94.1875,94.1875,94.48799896240234,90.55650329589844,90.73149871826172,189620000
2020-03-02 00:00:00+00:00,97.69750213623047,97.69750213623047,97.72550201416016,93.5,95.32450103759766,135234000
2020-03-03 00:00:00+00:00,95.44950103759766,95.44950103759766,99.81649780273438,94.40450286865234,98.76850128173828,150690000
